"","cell","natural","current_operations","combined_operations","combined_operations_AWSA","x","y","z"
"1",115,0.144756796882426,0.156197039073238,0.144481212847033,0.144200601913057,2510232,744086,4636
"2",116,0.0591349434464404,0.0619376006283134,0.0585845182362548,0.0586452839774995,2510235,744114,4637
"3",142,0.078407119095143,0.0875707755743177,0.0778444463799673,0.0778224895663219,2510246,743994,4637
"4",143,0.309847926806486,0.330185396482567,0.313449960442751,0.313639217409337,2510243,743967,4636
"5",144,0.578830717475148,0.588210868306639,0.582349621860656,0.582587531980195,2510239,743940,4634
"6",145,0.578830717475148,0.588210868306639,0.582349621860656,0.582587531980195,2510235,743914,4634
"7",146,0.202230995152552,0.219784794816415,0.203339684993649,0.202976642559038,2510226,744030,4636
"8",147,0.578830717475148,0.588210868306639,0.582349621860656,0.582587531980195,2510210,744122,4636
"9",148,0.578830717475148,0.588210868306639,0.582349621860656,0.582587531980195,2510203,744039,4636
"10",149,0.578830717475148,0.588210868306639,0.582349621860656,0.582587531980195,2510206,744066,4635
"11",150,0.578830717475148,0.588210868306639,0.582349621860656,0.582587531980195,2510208,744094,4635
"12",151,0.578830717475148,0.588210868306639,0.582349621860656,0.582587531980195,2510210,744151,4637
"13",174,0.578830717475148,0.588210868306639,0.582349621860656,0.582587531980195,2510231,743887,4633
"14",175,0.578830717475148,0.588210868306639,0.582349621860656,0.582587531980195,2510228,743861,4634
"15",176,0.578830717475148,0.588210868306639,0.582349621860656,0.582587531980195,2510213,743759,4634
"16",177,0.578830717475148,0.588210868306639,0.582349621860656,0.582587531980195,2510224,743835,4633
"17",178,0.578830717475148,0.588210868306639,0.582349621860656,0.582587531980195,2510217,743784,4637
"18",179,0.578830717475148,0.588210868306639,0.582349621860656,0.582587531980195,2510221,743810,4634
"19",180,0.578830717475148,0.588210868306639,0.582349621860656,0.582587531980195,2510223,744003,4636
"20",181,0.578830717475148,0.588210868306639,0.582349621860656,0.582587531980195,2510220,743976,4634
"21",182,0.578830717475148,0.588210868306639,0.582349621860656,0.582587531980195,2510216,743949,4634
"22",183,0.578830717475148,0.588210868306639,0.582349621860656,0.582587531980195,2510213,743923,4634
"23",184,0.578830717475148,0.588210868306639,0.582349621860656,0.582587531980195,2510210,743897,4633
"24",185,0.578830717475148,0.588210868306639,0.582349621860656,0.582587531980195,2510200,744012,4634
"25",186,0.578830717475148,0.588210868306639,0.582349621860656,0.582587531980195,2510184,744131,4635
"26",187,0.578830717475148,0.588210868306639,0.582349621860656,0.582587531980195,2510184,744103,4634
"27",188,0.578830717475148,0.588210868306639,0.582349621860656,0.582587531980195,2510178,744022,4634
"28",189,0.578830717475148,0.588210868306639,0.582349621860656,0.582587531980195,2510180,744049,4634
"29",190,0.578830717475148,0.588210868306639,0.582349621860656,0.582587531980195,2510182,744075,4635
"30",191,0.578830717475148,0.588210868306639,0.582349621860656,0.582587531980195,2510158,744138,4636
"31",192,0.578830717475148,0.588210868306639,0.582349621860656,0.582587531980195,2510183,744157,4635
"32",193,0.578830717475148,0.588210868306639,0.582349621860656,0.582587531980195,2510208,744178,4637
"33",194,0.144756796882426,0.156197039073238,0.144481212847033,0.144200601913057,2510233,744202,4636
"34",215,0.578830717475148,0.588210868306639,0.582349621860656,0.582587531980195,2510210,743734,4635
"35",217,0.578830717475148,0.588210868306639,0.582349621860656,0.582587531980195,2510206,743872,4634
"36",218,0.578830717475148,0.588210868306639,0.582349621860656,0.582587531980195,2510203,743846,4633
"37",219,0.578830717475148,0.588210868306639,0.582349621860656,0.582587531980195,2510190,743747,4634
"38",220,0.578830717475148,0.588210868306639,0.582349621860656,0.582587531980195,2510193,743772,4633
